id,keyword,location,text,target
1908,burning,"Cambridgeshire, UK",stress something affect many u ive shared tip stop burning bl…,0
1909,burning,Lithuania,:film_projector_selector: george mackay answer burning question british vogue vogue meet ’s brightest star georgemackay :backhand_index_pointing_right:…,0
1910,burning,"Beirut, Lebanon",day burning tire blocked road across lebanon,1
1911,burning,,according tuccha people calling amp news house troll amp…,0
1912,burning,Germany,wanna take quick peek burning heart voiceacting check youtube video showcasing visualnove…,0
1913,burning,doodaczechville,need log native forest need howe…,0
1914,burning,UK,honestly make sense consumer good service ftse companies…,0
1915,burning,,listen expert australia burning ridiculous enviromentalists control land …,0
1916,burning,"Tokyo-to, Japan",whole magnificent soul burning brightly behind “shy”,0
1917,burning,Indonesia,decided learn wood burning,0
1918,burning,she/her,people get really hot radiator hand ur hand ever get hot u need blow themput ice bc thats rn help im burning,0
1919,burning,UK,sound like someone burning tea,0
1920,burning,Sydney,staff mogo zoo nsw south coast saved property fighting fire burning zoo gorgeous gibbon were…,1
1921,burning,"Bengaluru, India",darindehow wish could put hot burning oil instead hanging,0
1922,burning,,like heart burning everyday ash giving pain,0
1923,burning,"Berlin, Deutschland",spectator kein murdochblatt,0
1924,bush%20fires,Norwich UK,today christian dedicating sign language song everyone australia affected bush fire…,0
1925,bush%20fires,USA,linking bushfire disaster nsw climate change absolute nonsense reducing fuel load australi…,0
1926,bush%20fires,"Sydney, Australia",imagine tony say bush fire part god plan much doubt will…,0
1927,bush%20fires,"Hell,Hades,Mictlan,Tartarus",wonder many home could saved bush fire lnp power auspol,0
1928,bush%20fires,UK,ever since came bush fire australia caused arsonist climate crisis bbc appear lot…,0
1929,bush%20fires,UK,year ’s part cohort “navigate” injured amp…,0
1930,bush%20fires,"North Perth, Perth (WA)",outside aust wonder well ever come back fire sound optimistic woodg…,0
1931,bush%20fires,Islas Canarias,like ill considered change bush management multiple fire set arsonist,0
1932,bush%20fires,Wangal Country,apparently solution bush fire chop tree clear land sell developer build wh…,0
1933,bush%20fires,,murdoch criticises science australian bush fire cause donates relief fund,0
1934,bush%20fires,"England, United Kingdom 🏴󠁧󠁢",jimmy escaped fire pain devastating loss don’t really capacity grasp much loss — no…,0
1935,bush%20fires,Australia,lucy turnbull hop board climatechangebushfires bandwagon,0
1936,bush%20fires,"Queensland, Australia",video australian bush fire give love :growing_heart::folded_hands: fightthefires,0
1937,bush%20fires,,might end world country drink water get wk pension m…,0
1938,bush%20fires,,australian guy helping koala bush fire,1
1939,bush%20fires,Sydney,oh australia bush fire yeah welcome future,0
1940,bush%20fires,Cascadia,“megafire” threatening australia indonesia dealing deadly flood cannot keep avoiding…,1
1941,bush%20fires,"Harrogate, England",eu gaggle meps debating australian bush fire it’s sparsely populated outback her…,0
1942,bush%20fires,uk,australia fire aboriginal planner say bush need burn,0
1943,bush%20fires,"New South Wales, Australia",anyone let know taking charge hundred donation come round wo…,0
1944,bush%20fires,,rural fire service volunteer firefighter rescue possum fleeing one australia raging bush fire billion animal…,1
1945,bush%20fires,"Chester, England",officially australia’s hottest year record amp brought earlier start bush fire season…,0
1946,bush%20fires,West Sussex.,it’s clear like bush fire climate change racism brexit farage blame,0
1947,bush%20fires,Pan Africa,offering people chance win stay bush home south africa every …,0
1948,bush%20fires,"Paris, France",australian problem need climateactionnow australiaonfire thefuturewechoose …,0
1949,bush%20fires,,australia fire aboriginal planner say bush need burn,0
1950,bush%20fires,,nothing promote follow you’d like would also greatly appreciate could donate to…,0
1951,bush%20fires,"Sydney, New South Wales",concerned every time question would ask bush fire morrison…,0
1952,bush%20fires,"Sydney, Australia.",wonder many home could saved bush fire lnp power auspol,0
1953,bush%20fires,,smoke blown bad bush fire look like,0
1954,bush%20fires,Australia,animal survive amp increase bush fire experienced australia amp vegetation reg…,1
1955,bush%20fires,,imagine stupid think bush fire house fire :fire:,0
1956,bush%20fires,UK,bush fire destruction nature wildlife australia hit home hard many u thought ap…,1
1957,bush%20fires,"Gippsland Victoria, Australia",destruction wildlife bush fire horrific distressing sight two kookaburra early th…,0
1958,bush%20fires,,concerned every time question would ask bush fire morr…,0
1959,bush%20fires,west shoreline Lake Michigan,thank everyone bought charity phone case far support wildlife victim australia’s worst ever…,0
1960,bush%20fires,Glasgow,dream shooting im celeb oz bush fire ill let construct jok…,0
1961,bush%20fires,"Witney, Oxfordshire",australia fire aboriginal planner say bush need burn,0
1962,bush%20fires,Carshalton,yesterday said kangaroo digging hole save joeys australianbushfires several australian field bi…,1
1963,bush%20fires,,yup vegetation require bush fire able grow,0
1964,bush%20fires,,question sport administrator amp director sport governing body globally australia wake t…,0
1965,bush%20fires,"Brisbane, Queensland",pair workshop participant designed amp coded disaster detector system :police_car_light: pair designed rural fire detect…,0
1966,bush%20fires,,care root cause actual fact demonstrated evidence lea…,0
1967,bush%20fires,,smoke aussie bush fire circle earth spreading pollution nasa,1
1968,bush%20fires,Ghana,please please burning refuse especially harmattan season bush fire eas…,0
1969,bush%20fires,"New South Wales, Australia",first vintage decade tell story strength persistence loss hunter valley smoke recent b…,0
1970,bush%20fires,"Sydney, Australia",big ear appointing dude talk people prevention bush fire take month finish ne…,0
1971,bush%20fires,France,like knitting might want help animal rescue craft guild australia knitting cosy nest pouch…,0
1972,bush%20fires,,bush grass fire burning across nsw yet contained fire currently advi…,1
1973,bush%20fires,Southern California,great australian bush fire australian summer apocalyptic warning climate change d…,1
1974,bush%20fires,Southern California,kangaroo island’s unique wildlife devastated bush fire – read blog b…,0
1975,bush%20fires,,well asked definition climate change possibly t…,0
1976,bush%20fires,"Brisbane, Australia",pair workshop participant designed amp coded disaster detector system :police_car_light: pair designed rural fire…,0
1977,bush%20fires,,story jimmy utterly heartbreaking people talk fire often speak overwhelmed b…,0
1978,bush%20fires,,picture speak thousand word god bless fighting terrible australian bush fire t…,1
1979,bush%20fires,,managing mother nature taking responsibility prohibit unnecessary uncontrollable bush fire it´s natu…,0
1980,bush%20fires,,jeff bezos say amazon donating australian bush fire effort – billionaire amazon founder jeff bezos…,0
1981,bush%20fires,,heartening photo show aussie bush already regrowing,0
1982,bush%20fires,,photo show australian bush coming back life week fire via,0
1983,bush%20fires,Mostly London,happened australian bush fire ten thousand people displaced philippine due a…,1
1984,bush%20fires,"West Hartford, CT",bbc news australia fire aboriginal planner say bush need burn,0
1985,bush%20fires,"Austin, TX",jeff bezos say amazon donating australian bush fire effortscnbc tech,0
1986,bush%20fires,USA,think experience bush fire world temperature rise :pensive_face::pensive_face::neutral_face: may god help u must take steps…,0
1987,bush%20fires,living @ pink glow cloud,talk jff bzos deserves thrown australian bush fire doesnt help imm…,0
1988,bush%20fires,"wakatipu, aotearoa | she/her ",australian bush fire continue devastating like many others feel responsibility t…,1
1989,bush%20fires,Australia,photo show australian bush coming back life week fire via,0
1990,bush%20fires,,fake news divert attention planetjust like fake bush fire usaunquote,0
1991,bush%20fires,,run set raise money australian red cross help support affected bush fire sun …,0
1992,bush%20fires,"Genève, Suisse",ongoing australian bush fire billion wild animal victim first grade biodiversity catastrop…,1
1993,bush%20fires,,two men arrested suspicion terrorism australia starting bushfires laugh nearly half billion animal h…,1
1994,casualties,Africa,mwangi kiunjuri locust plague casualty uhuruaddress,0
1995,casualties,Slytherin🐍,philippine currently experiencing severe volcanic eruption lightning ash fall said eruption cause a…,1
1996,casualties,"Nairobi, Kenya",tanga tanga loyalist suffered big blow reorganization government president uhuru kenyatta c mwangi…,0
1997,casualties,"Bengaluru, India",people saint welcome stone molotov cockta…,0
1998,casualties,Kakamega | Kenya🇰,al shabaab fighter attack kenya military base qoqani village somalia lower jubba region casualty unclear yet,1
